Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2972,CA-2017-167941,04/27/23,04/30/23,Second Class,CUST3972,Rajesh Iyer,Consumer,India,Ahmedabad,Gujarat,28314,South,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",28.272,2,0.2,6.3612
2973,CA-2017-167941,08/14/23,08/20/23,Second Class,CUST3973,Kavita Reddy,Consumer,India,Hyderabad,Telangana,28314,South,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,259.136,4,0.2,-51.8272
2974,CA-2017-111808,02/22/21,03/03/21,Standard Class,CUST3974,Rahul Verma,Consumer,India,Bangalore,Karnataka,74133,Central,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,10.8,5,0.0,5.184
2975,CA-2015-137512,04/12/23,04/14/23,Standard Class,CUST3975,Anjali Gupta,Consumer,India,Kolkata,West Bengal,75002,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006,2,0.3,-31.3722
2976,CA-2015-137512,02/28/24,03/09/24,Standard Class,CUST3976,Arjun Nair,Consumer,India,Bangalore,Karnataka,75002,Central,OFF-PA-10000213,Office Supplies,Paper,Xerox 198,15.936,4,0.2,5.3784
2977,CA-2017-139773,03/14/21,03/22/21,Same Day,CUST3977,Vikram Patel,Corporate,India,Pune,Maharashtra,19143,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",188.552,7,0.3,-2.6936
2978,CA-2017-134607,05/26/21,06/02/21,Second Class,CUST3978,Anjali Gupta,Consumer,India,Bhopal,Madhya Pradesh,14609,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58,2,0.0,5.8708
2979,CA-2014-109232,04/27/24,05/06/24,Second Class,CUST3979,Rajesh Iyer,Consumer,India,Mumbai,Maharashtra,29464,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,545.94,6,0.0,87.3504
2980,CA-2015-139850,11/14/22,11/19/22,Standard Class,CUST3980,Anjali Gupta,Consumer,India,Lucknow,Uttar Pradesh,19134,East,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997,20.736,4,0.2,7.2576
2981,CA-2015-139850,08/13/21,08/17/21,Standard Class,CUST3981,Arjun Nair,Consumer,India,Pune,Maharashtra,19134,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",43.296,2,0.2,4.3296
2982,CA-2014-131310,05/20/21,05/27/21,Standard Class,CUST3982,Rajesh Iyer,Consumer,India,Pune,Maharashtra,98115,West,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",123.136,4,0.2,13.8528
2983,CA-2014-131310,11/06/23,11/14/23,Standard Class,CUST3983,Arjun Nair,Consumer,India,Mumbai,Maharashtra,98115,West,OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,11.264,4,0.2,3.8016
2984,US-2014-112872,05/20/20,05/27/20,Second Class,CUST3984,Arjun Nair,Consumer,India,Kolkata,West Bengal,97477,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424,3,0.2,4.6746
2985,US-2014-112872,11/04/21,11/12/21,Second Class,CUST3985,Vikram Patel,Consumer,India,Lucknow,Uttar Pradesh,97477,West,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",275.49,1,0.5,-170.8038
2986,CA-2016-139269,06/10/24,06/16/24,Standard Class,CUST3986,Vikram Patel,Home Office,India,Lucknow,Uttar Pradesh,31907,South,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,0.0,6.24
2987,CA-2016-139269,06/10/20,06/19/20,Standard Class,CUST3987,Kavita Reddy,Home Office,India,Mumbai,Maharashtra,31907,South,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,0.0,9.2928
2988,CA-2016-139269,04/28/20,05/01/20,Standard Class,CUST3988,Arjun Nair,Home Office,India,Jaipur,Rajasthan,31907,South,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,0.0,152.118
2989,CA-2016-139010,02/02/24,02/04/24,Second Class,CUST3989,Neha Mehta,Corporate,India,Delhi,Delhi,90032,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,12.99,1,0.0,0.7794
2990,CA-2016-139010,09/04/20,09/07/20,Second Class,CUST3990,Neha Mehta,Corporate,India,Chandigarh,Chandigarh,90032,West,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",18.56,4,0.2,6.496
2991,CA-2016-139010,12/25/20,12/29/20,Second Class,CUST3991,Vikram Patel,Corporate,India,Mumbai,Maharashtra,90032,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.0,8.983
2992,CA-2016-139010,08/16/22,08/24/22,Second Class,CUST3992,Kavita Reddy,Corporate,India,Chennai,Tamil Nadu,90032,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,31.248,7,0.2,10.9368
2993,CA-2016-134376,10/01/23,10/11/23,Standard Class,CUST3993,Kavita Reddy,Corporate,India,Delhi,Delhi,10024,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0.0,16.5888
2994,CA-2017-147291,01/14/22,01/18/22,Standard Class,CUST3994,Anjali Gupta,Consumer,India,Kolkata,West Bengal,48227,Central,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,4,0.0,421.0824
2995,CA-2016-112893,02/26/21,03/02/21,Second Class,CUST3995,Priya Singh,Consumer,India,Ahmedabad,Gujarat,95207,West,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder,55.36,4,0.2,18.684
2996,US-2014-150532,12/25/20,12/31/20,Standard Class,CUST3996,Rajesh Iyer,Consumer,India,Kolkata,West Bengal,85023,West,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,5,0.2,6.291
2997,CA-2014-138317,07/19/21,07/20/21,Standard Class,CUST3997,Rajesh Iyer,Consumer,India,Chandigarh,Chandigarh,19120,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,24.896,4,0.2,8.4024
2998,CA-2014-138317,04/03/23,04/06/23,Standard Class,CUST3998,Neha Mehta,Consumer,India,Pune,Maharashtra,19120,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,1,0.2,0.6474
2999,CA-2014-138317,03/16/22,03/19/22,Standard Class,CUST3999,Vikram Patel,Consumer,India,Ahmedabad,Gujarat,19120,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,95.968,4,0.2,28.7904
3000,CA-2014-138317,01/23/24,01/31/24,Standard Class,CUST4000,Sneha Kapoor,Consumer,India,Mumbai,Maharashtra,19120,East,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner,206.991,3,0.7,-172.4925
3001,CA-2014-138317,06/22/22,07/02/22,Standard Class,CUST4001,Vikram Patel,Consumer,India,Lucknow,Uttar Pradesh,19120,East,OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,44.416,2,0.2,3.8864
3002,CA-2014-138317,05/11/24,05/15/24,Standard Class,CUST4002,Rajesh Iyer,Consumer,India,Kolkata,West Bengal,19120,East,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",9.006,2,0.7,-7.2048
3003,CA-2015-130610,11/03/21,11/08/21,Standard Class,CUST4003,Amit Sharma,Home Office,India,Mumbai,Maharashtra,48310,Central,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,19.0,5,0.0,8.93
3004,CA-2017-104381,04/23/20,05/03/20,Standard Class,CUST4004,Arjun Nair,Home Office,India,Mumbai,Maharashtra,14609,East,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",33.376,4,0.2,10.43
3005,CA-2016-131499,08/05/23,08/14/23,First Class,CUST4005,Kavita Reddy,Home Office,India,Chandigarh,Chandigarh,10011,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48,1,0.0,62.244
3006,CA-2014-148761,04/21/24,05/01/24,Standard Class,CUST4006,Rahul Verma,Home Office,India,Bangalore,Karnataka,54703,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,91.68,3,0.0,45.84
3007,CA-2017-116519,03/11/23,03/18/23,First Class,CUST4007,Amit Sharma,Consumer,India,Ahmedabad,Gujarat,10009,East,OFF-AP-10000828,Office Supplies,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,904.9,5,0.0,253.372
3008,CA-2014-130729,10/20/21,10/23/21,Standard Class,CUST4008,Sneha Kapoor,Consumer,India,Chennai,Tamil Nadu,91730,West,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,34.272,3,0.2,11.1384
3009,CA-2016-124772,05/26/21,05/29/21,First Class,CUST4009,Neha Mehta,Consumer,India,Ahmedabad,Gujarat,42071,South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82,3,0.0,74.8098
3010,CA-2016-115525,10/29/22,11/07/22,Standard Class,CUST4010,Sneha Kapoor,Corporate,India,Pune,Maharashtra,43615,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,243.88,5,0.2,27.4365
3011,CA-2017-134845,03/01/20,03/11/20,Standard Class,CUST4011,Anjali Gupta,Home Office,India,Mumbai,Maharashtra,80027,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,5,0.7,-9.223
3012,CA-2017-134845,01/30/22,02/09/22,Standard Class,CUST4012,Neha Mehta,Home Office,India,Chennai,Tamil Nadu,80027,West,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,2549.985,5,0.7,-3399.98
3013,CA-2017-134845,11/23/24,11/28/24,Standard Class,CUST4013,Vikram Patel,Home Office,India,Delhi,Delhi,80027,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,21.594,2,0.7,-15.8356
3014,CA-2017-134845,08/09/24,08/15/24,Standard Class,CUST4014,Vikram Patel,Home Office,India,Chennai,Tamil Nadu,80027,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,8.964,6,0.7,-6.5736
3015,CA-2017-134845,01/11/20,01/13/20,Standard Class,CUST4015,Kavita Reddy,Home Office,India,Chennai,Tamil Nadu,80027,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4,0.2,7.2576
3016,US-2015-138919,08/06/24,08/11/24,Standard Class,CUST4016,Priya Singh,Home Office,India,Mumbai,Maharashtra,10035,East,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",344.22,2,0.4,-103.266
3017,US-2016-160528,01/18/21,01/20/21,Standard Class,CUST4017,Arjun Nair,Home Office,India,Lucknow,Uttar Pradesh,78577,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,8,0.2,-172.7328
3018,US-2016-160528,08/27/21,08/30/21,Standard Class,CUST4018,Arjun Nair,Home Office,India,Mumbai,Maharashtra,78577,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,0.6,-10.1736
3019,US-2016-160528,11/01/23,11/06/23,Standard Class,CUST4019,Rajesh Iyer,Home Office,India,Lucknow,Uttar Pradesh,78577,Central,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,0.2,-33.32
3020,CA-2015-123568,02/21/23,03/03/23,Standard Class,CUST4020,Kavita Reddy,Consumer,India,Bangalore,Karnataka,84084,West,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands,5.04,3,0.0,0.2016
3021,CA-2015-123568,06/11/22,06/12/22,Standard Class,CUST4021,Arjun Nair,Consumer,India,Delhi,Delhi,84084,West,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,92.94,3,0.0,41.823
3022,CA-2015-123568,04/08/21,04/12/21,Standard Class,CUST4022,Neha Mehta,Consumer,India,Mumbai,Maharashtra,84084,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",66.69,3,0.0,22.0077
3023,CA-2015-123568,06/30/20,07/08/20,Standard Class,CUST4023,Kavita Reddy,Consumer,India,Delhi,Delhi,84084,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,91.68,5,0.2,28.65
3024,CA-2017-124674,09/19/23,09/29/23,Standard Class,CUST4024,Kavita Reddy,Consumer,India,Kolkata,West Bengal,78521,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",327.7328,2,0.32,-14.4588
3025,CA-2015-164441,12/15/21,12/17/21,Standard Class,CUST4025,Neha Mehta,Consumer,India,Chandigarh,Chandigarh,10011,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,52.272,11,0.2,17.6418
3026,CA-2015-164441,08/11/24,08/15/24,Standard Class,CUST4026,Rahul Verma,Consumer,India,Chandigarh,Chandigarh,10011,East,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),17.94,3,0.0,8.073
3027,CA-2017-169054,01/17/23,01/25/23,Standard Class,CUST4027,Rahul Verma,Home Office,India,Delhi,Delhi,19140,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",254.352,3,0.2,0.0
3028,CA-2014-106719,01/18/21,01/19/21,Same Day,CUST4028,Arjun Nair,Corporate,India,Mumbai,Maharashtra,59102,West,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",8.288,2,0.2,2.6936
3029,CA-2017-116855,10/13/24,10/21/24,Standard Class,CUST4029,Priya Singh,Consumer,India,Lucknow,Uttar Pradesh,23320,South,FUR-CH-10003846,Furniture,Chairs,Hon Valutask Swivel Chairs,504.9,5,0.0,80.784
3030,US-2016-164189,10/04/24,10/06/24,Standard Class,CUST4030,Amit Sharma,Corporate,India,Jaipur,Rajasthan,97030,West,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,403.168,4,0.2,25.198
3031,CA-2015-168480,01/09/20,01/17/20,Standard Class,CUST4031,Sneha Kapoor,Corporate,India,Chennai,Tamil Nadu,48146,Central,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,194.32,4,0.0,31.0912
3032,CA-2015-168480,04/28/22,05/02/22,Standard Class,CUST4032,Sneha Kapoor,Corporate,India,Chennai,Tamil Nadu,48146,Central,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",25.99,1,0.0,7.5371
3033,US-2016-114293,08/29/23,09/05/23,Standard Class,CUST4033,Vikram Patel,Consumer,India,Delhi,Delhi,97030,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196
3034,CA-2017-134173,06/15/20,06/23/20,Standard Class,CUST4034,Arjun Nair,Home Office,India,Ahmedabad,Gujarat,19143,East,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,20.736,4,0.2,7.2576
3035,US-2015-123960,06/25/20,06/27/20,Standard Class,CUST4035,Arjun Nair,Consumer,India,Lucknow,Uttar Pradesh,71203,South,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,6,0.0,10.203
3036,US-2015-123960,12/25/23,01/04/24,Standard Class,CUST4036,Anjali Gupta,Consumer,India,Chandigarh,Chandigarh,71203,South,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",36.26,7,0.0,16.6796
3037,US-2015-123960,02/09/23,02/11/23,Standard Class,CUST4037,Sneha Kapoor,Consumer,India,Jaipur,Rajasthan,71203,South,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56.3,2,0.0,15.764
3038,US-2015-123960,03/10/24,03/20/24,Standard Class,CUST4038,Sneha Kapoor,Consumer,India,Chennai,Tamil Nadu,71203,South,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,32.4,5,0.0,15.552
3039,US-2015-123960,07/29/21,08/06/21,Standard Class,CUST4039,Sneha Kapoor,Consumer,India,Pune,Maharashtra,71203,South,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,29.16,2,0.0,10.7892
3040,CA-2017-101749,02/16/22,02/19/22,Standard Class,CUST4040,Neha Mehta,Corporate,India,Bhopal,Madhya Pradesh,91104,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288,3,0.2,-6.4233
3041,US-2016-147991,12/31/23,01/05/24,Standard Class,CUST4041,Kavita Reddy,Consumer,India,Delhi,Delhi,37421,South,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,0.2,3.344
3042,CA-2017-149559,09/24/24,09/27/24,Same Day,CUST4042,Rajesh Iyer,Home Office,India,Chandigarh,Chandigarh,90805,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96,2,0.0,6.2208
3043,CA-2017-149559,01/31/23,02/09/23,Same Day,CUST4043,Neha Mehta,Home Office,India,Pune,Maharashtra,90805,West,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,22.18,2,0.0,10.8682
3044,CA-2017-149559,12/28/22,01/07/23,Same Day,CUST4044,Priya Singh,Home Office,India,Bhopal,Madhya Pradesh,90805,West,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,2054.272,8,0.2,256.784
3045,CA-2015-135174,07/24/21,07/31/21,Second Class,CUST4045,Amit Sharma,Consumer,India,Pune,Maharashtra,45373,East,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1022.97,5,0.4,-255.7425
3046,CA-2017-125290,07/17/21,07/23/21,Second Class,CUST4046,Priya Singh,Home Office,India,Pune,Maharashtra,55407,Central,OFF-AR-10001216,Office Supplies,Art,Newell 339,13.9,5,0.0,3.614
3047,CA-2017-125290,03/26/22,04/03/22,Second Class,CUST4047,Kavita Reddy,Home Office,India,Delhi,Delhi,55407,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0.0,12.1348
3048,CA-2014-137351,05/15/23,05/23/23,Standard Class,CUST4048,Arjun Nair,Consumer,India,Chennai,Tamil Nadu,98105,West,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,43.176,7,0.2,13.4925
3049,CA-2017-121419,03/03/21,03/12/21,First Class,CUST4049,Amit Sharma,Home Office,India,Pune,Maharashtra,31907,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006
3050,CA-2017-121419,03/22/23,04/01/23,First Class,CUST4050,Priya Singh,Home Office,India,Bhopal,Madhya Pradesh,31907,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6
3051,US-2017-148054,07/01/24,07/09/24,Standard Class,CUST4051,Arjun Nair,Home Office,India,Jaipur,Rajasthan,83642,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2,0.0,2.9372
3052,US-2017-148054,11/03/21,11/05/21,Standard Class,CUST4052,Priya Singh,Home Office,India,Lucknow,Uttar Pradesh,83642,West,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84,4,0.0,66.0736
3053,US-2017-148054,10/13/24,10/15/24,Standard Class,CUST4053,Arjun Nair,Home Office,India,Chennai,Tamil Nadu,83642,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0.0,18.2112
3054,CA-2016-128517,10/18/20,10/24/20,Second Class,CUST4054,Neha Mehta,Home Office,India,Hyderabad,Telangana,48227,Central,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,0.0,134.654
3055,CA-2016-128517,04/09/22,04/10/22,Second Class,CUST4055,Sneha Kapoor,Home Office,India,Mumbai,Maharashtra,48227,Central,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2,0.0,2.4288
3056,US-2015-100377,03/29/23,04/05/23,Standard Class,CUST4056,Rajesh Iyer,Corporate,India,Chennai,Tamil Nadu,60623,Central,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,2799.96,5,0.2,874.9875
3057,CA-2017-131492,11/06/22,11/15/22,Second Class,CUST4057,Neha Mehta,Corporate,India,Chandigarh,Chandigarh,94110,West,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,0.0,4.3008
3058,CA-2017-131492,01/19/22,01/20/22,Second Class,CUST4058,Arjun Nair,Corporate,India,Hyderabad,Telangana,94110,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,0.0,15.12
3059,CA-2017-131492,01/23/20,01/28/20,Second Class,CUST4059,Kavita Reddy,Corporate,India,Mumbai,Maharashtra,94110,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0.0,10.3904
3060,CA-2017-131492,10/21/24,10/24/24,Second Class,CUST4060,Arjun Nair,Corporate,India,Bhopal,Madhya Pradesh,94110,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2,0.2,-3.3506
3061,CA-2016-144554,08/12/24,08/19/24,Standard Class,CUST4061,Amit Sharma,Corporate,India,Bangalore,Karnataka,43055,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.976,3,0.2,22.4955
3062,CA-2017-127621,04/13/23,04/19/23,Standard Class,CUST4062,Rahul Verma,Consumer,India,Chennai,Tamil Nadu,75081,Central,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",26.88,8,0.2,9.744
3063,CA-2015-145184,01/04/22,01/14/22,First Class,CUST4063,Rahul Verma,Corporate,India,Jaipur,Rajasthan,19711,East,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,83.97,3,0.0,23.5116
3064,CA-2015-145184,02/28/22,03/05/22,First Class,CUST4064,Vikram Patel,Corporate,India,Chennai,Tamil Nadu,19711,East,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,3,0.0,7.3479
3065,CA-2017-106859,11/02/24,11/04/24,Second Class,CUST4065,Kavita Reddy,Home Office,India,Delhi,Delhi,87105,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,0.0,25.424
3066,CA-2017-106859,05/29/22,06/03/22,Second Class,CUST4066,Anjali Gupta,Home Office,India,Mumbai,Maharashtra,87105,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,8,0.2,49.2576
3067,CA-2017-106859,09/17/22,09/22/22,Second Class,CUST4067,Kavita Reddy,Home Office,India,Delhi,Delhi,87105,West,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,5,0.0,88.1295
3068,CA-2017-106859,04/30/23,05/10/23,Second Class,CUST4068,Rajesh Iyer,Home Office,India,Lucknow,Uttar Pradesh,87105,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,45.36,7,0.0,21.7728
3069,CA-2017-106859,02/27/22,03/04/22,Second Class,CUST4069,Sneha Kapoor,Home Office,India,Hyderabad,Telangana,87105,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,288.24,6,0.0,138.3552
3070,US-2017-120089,07/27/20,08/03/20,Same Day,CUST4070,Rajesh Iyer,Home Office,India,Ahmedabad,Gujarat,43615,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,4,0.2,82.992
3071,CA-2014-119375,03/02/20,03/07/20,Standard Class,CUST4071,Vikram Patel,Corporate,India,Hyderabad,Telangana,19711,East,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,7,0.0,792.2691
3072,CA-2014-119375,01/30/24,02/02/24,Standard Class,CUST4072,Priya Singh,Corporate,India,Hyderabad,Telangana,19711,East,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,3,0.0,14.9292
3073,CA-2014-119375,08/30/21,09/06/21,Standard Class,CUST4073,Vikram Patel,Corporate,India,Delhi,Delhi,19711,East,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,57.75,5,0.0,26.565
3074,CA-2016-125206,04/27/20,05/04/20,First Class,CUST4074,Kavita Reddy,Consumer,India,Delhi,Delhi,90045,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0.0,28.615
3075,CA-2015-126137,06/28/23,07/01/23,Standard Class,CUST4075,Neha Mehta,Consumer,India,Delhi,Delhi,90032,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666,2,0.15,18.4548
3076,CA-2014-143903,02/20/21,02/21/21,Standard Class,CUST4076,Rajesh Iyer,Home Office,India,Chennai,Tamil Nadu,75217,Central,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,342.864,3,0.2,38.5722
3077,CA-2014-143903,07/24/20,08/03/20,Standard Class,CUST4077,Sneha Kapoor,Home Office,India,Kolkata,West Bengal,75217,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,5,0.6,-14.229
3078,CA-2014-143903,03/17/21,03/21/21,Standard Class,CUST4078,Rajesh Iyer,Home Office,India,Bhopal,Madhya Pradesh,75217,Central,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,981.372,2,0.3,-140.196
3079,CA-2014-104780,04/14/24,04/15/24,Standard Class,CUST4079,Rahul Verma,Home Office,India,Bangalore,Karnataka,92037,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,31.84,8,0.0,10.5072
3080,CA-2017-101182,12/02/21,12/12/21,First Class,CUST4080,Kavita Reddy,Home Office,India,Kolkata,West Bengal,92307,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,12.96,2,0.0,6.2208
